page,id_deputy,idLegislature,name,party,uf
6,131638,46,ALCIR PIMENTA,PP**,RJ
6,131638,44,ALCIR PIMENTA,MDB*,GB
6,131157,43,ALDE SAMPAIO,UDN,PE
6,131157,41,ALDE SAMPAIO,UDN,PE
6,131157,40,ALDE SAMPAIO,UDN,PE
6,131157,38,ALDE SAMPAIO,UDN,PE
6,131157,36,ALDE SAMPAIO,PSD,PE
6,131157,39,ALDE SAMPAIO,UDN,PE
6,131157,37,ALDE SAMPAIO,PSD,PE
6,131157,42,ALDE SAMPAIO,UDN,PE
6,3143,43,ALDENIR SILVA,MDB*,MA
6,74828,49,ALDIR CABRAL,PFL,RJ
6,74828,50,ALDIR CABRAL,PFL,RJ
6,74828,51,ALDIR CABRAL,PFL,RJ
6,74828,52,ALDIR CABRAL,PFL,RJ
6,73662,48,ALDO ARANTES,PCdoB,GO
6,73662,50,ALDO ARANTES,PCdoB,GO
6,73662,51,ALDO ARANTES,PCdoB,GO
6,73662,47,ALDO ARANTES,PMDB,GO
6,131639,45,ALDO FAGUNDES,MDB*,RS
6,131639,44,ALDO FAGUNDES,MDB*,RS
6,131639,46,ALDO FAGUNDES,PMDB,RS
6,131639,43,ALDO FAGUNDES,MDB*,RS
6,131390,44,ALDO LUPO,ARENA,SP
6,133876,47,ALDO PINTO,PDT,RS
6,133876,49,ALDO PINTO,PDT,RS
6,73428,52,ALDO REBELO,PCdoB,SP
6,73428,50,ALDO REBELO,PCdoB,SP
6,73428,54,ALDO REBELO,PCdoB,SP
6,73428,49,ALDO REBELO,PCdoB,SP
6,73428,51,ALDO REBELO,PCdoB,SP
6,73428,53,ALDO REBELO,PCdoB,SP
6,130893,42,ALDO TINOCO,PSD,RN
6,204545,56,ALÊ SILVA,PSL,MG
6,4545,36,ALEIXO PARAGUASSU,NA,MG
6,2848,39,ALENCAR ARARIPE,UDN,CE
6,2848,41,ALENCAR ARARIPE,UDN,CE
6,2848,42,ALENCAR ARARIPE,UDN,CE
6,2848,38,ALENCAR ARARIPE,UDN,CE
6,2848,40,ALENCAR ARARIPE,UDN,CE
6,131967,45,ALENCAR FURTADO,MDB*,PR
6,131967,47,ALENCAR FURTADO,PMDB,PR
6,131967,44,ALENCAR FURTADO,MDB*,PR
6,1875,26,ALENCAR GUIMARÃES,NA,PR
6,1875,24,ALENCAR GUIMARÃES,NA,PR
6,1875,25,ALENCAR GUIMARÃES,NA,PR
6,1875,27,ALENCAR GUIMARÃES,NA,PR
6,204501,56,ALENCAR SANTANA BRAGA,PT,SP
6,139135,47,ALÉRCIO DIAS,PDS,AC
6,139135,48,ALÉRCIO DIAS,PFL,AC
6,160511,55,ALESSANDRO MOLON,PSB,RJ
6,160511,56,ALESSANDRO MOLON,PSB,RJ
6,160511,54,ALESSANDRO MOLON,PT,RJ
6,150635,53,ALESSANDRO SABINO,PMDB,AP
6,73458,51,ALEX CANZIANI,PTB,PR
6,73458,54,ALEX CANZIANI,PTB,PR
6,73458,52,ALEX CANZIANI,PTB,PR
6,73458,55,ALEX CANZIANI,PTB,PR
6,73458,53,ALEX CANZIANI,PTB,PR
6,178972,56,ALEX MANENTE,CIDADANIA,SP
6,178972,55,ALEX MANENTE,PPS,SP
6,204571,56,ALEX SANTANA,PDT,BA
6,178875,55,ALEXANDRE BALDY,PP,GO
6,74829,53,ALEXANDRE CARDOSO,PSB,RJ
6,74829,52,ALEXANDRE CARDOSO,PSB,RJ
6,74829,51,ALEXANDRE CARDOSO,PSB,RJ
6,74829,54,ALEXANDRE CARDOSO,PSB,RJ
6,74829,50,ALEXANDRE CARDOSO,PSB,RJ
6,73999,50,ALEXANDRE CERANTO,PFL,PR
6,131158,43,ALEXANDRE COSTA,ARENA,MA
6,131158,42,ALEXANDRE COSTA,PSP,MA
6,131158,40,ALEXANDRE COSTA,PNI,MA
6,204544,56,ALEXANDRE FROTA,PSL,SP
6,160545,55,ALEXANDRE LEITE,DEM,SP
6,160545,56,ALEXANDRE LEITE,DEM,SP
6,160545,54,ALEXANDRE LEITE,DEM,SP
6,131640,45,ALEXANDRE MACHADO,ARENA,RS
6,131640,46,ALEXANDRE MACHADO,ARENA,RS
7,136226,52,ALEXANDRE MAIA,PMDB,MG
7,204503,56,ALEXANDRE PADILHA,PT,SP
7,133875,48,ALEXANDRE PUZYNA,PMDB,SC
7,133875,49,ALEXANDRE PUZYNA,PMDB,SC
7,160579,54,ALEXANDRE ROSO,PSB,RS
7,74830,51,ALEXANDRE SANTOS,PSDB,RJ
7,74830,52,ALEXANDRE SANTOS,PMDB,RJ
7,74830,54,ALEXANDRE SANTOS,PMDB,RJ
7,74830,50,ALEXANDRE SANTOS,PSDB,RJ
7,74830,53,ALEXANDRE SANTOS,PMDB,RJ
7,178833,55,ALEXANDRE SERFIOTIS,PSD,RJ
7,178833,56,ALEXANDRE SERFIOTIS,PSD,RJ
7,141374,53,ALEXANDRE SILVEIRA,PPS,MG
7,141374,54,ALEXANDRE SILVEIRA,PSD,MG
7,169712,54,ALEXANDRE TOLEDO,PSB,AL
7,178936,55,ALEXANDRE VALLE,PR,RJ
7,4286,32,ALEXANDRINO DA ROCHA,NA,PE
7,4286,31,ALEXANDRINO DA ROCHA,NA,PE
7,204516,56,ALEXIS FONTEYNE,NOVO,SP
7,131391,44,ALFEU GASPARINI,ARENA,SP
7,3794,24,ALFREDO  ELLIS,NA,SP
7,2167,26,ALFREDO BACKER,NA,RJ
7,130894,40,ALFREDO BARREIRA,UDN,CE
7,130894,39,ALFREDO BARREIRA,UDN,CE
7,130894,42,ALFREDO BARREIRA,UDN,CE
7,2689,36,ALFREDO DA MATA,NA,AM
7,2316,29,ALFREDO DE CARVALHO,NA,AL
7,4166,31,ALFREDO DE MAIA,NA,AL
7,4166,30,ALFREDO DE MAIA,NA,AL
7,4384,34,ALFREDO DE MORAES,NA,GO
7,130395,39,ALFREDO DUALIBE,PST,MA
7,3794,25,ALFREDO ELLIS,NA,SP
7,141454,53,ALFREDO KAEFER,PSDB,PR
7,141454,55,ALFREDO KAEFER,PP,PR
7,141454,54,ALFREDO KAEFER,PSDB,PR
7,132123,47,ALFREDO MARQUES,PMDB,CE
7,132123,46,ALFREDO MARQUES,PMDB,CE
7,4663,36,ALFREDO MASCARENHAS,PSD,BA
7,4663,37,ALFREDO MASCARENHAS,PSD,BA
7,178846,55,ALFREDO NASCIMENTO,PR,AM
7,130896,42,ALFREDO NASSER,PSP,GO
7,130896,41,ALFREDO NASSER,PSP,GO
7,4548,36,ALFREDO PACHECO,NA,MT
7,130513,40,ALFREDO PALERMO,PDC,SP
7,2509,32,ALFREDO PINHEIRO,NA,CE
7,3795,25,ALFREDO PINTO,PRM,MG
7,3795,24,ALFREDO PINTO,PRM,MG
7,2094,25,ALFREDO PUJOL,NA,SP
7,2260,29,ALFREDO RUI,NA,BA
7,2260,34,ALFREDO RUI,NA,BA
7,2260,32,ALFREDO RUI,NA,BA
7,2260,28,ALFREDO RUI,NA,BA
7,2260,33,ALFREDO RUI,NA,BA
7,2260,30,ALFREDO RUI,NA,BA
7,2260,31,ALFREDO RUI,NA,BA
7,2260,35,ALFREDO RUI,NA,BA
7,130297,38,ALFREDO SÁ,PSD,MG
7,116663,54,ALFREDO SIRKIS,PSB,RJ
7,3717,26,ALFREDO VARELA,NA,RS
7,3717,25,ALFREDO VARELA,NA,RS
7,74057,54,ALICE PORTUGAL,PCdoB,BA
7,74057,52,ALICE PORTUGAL,PCdoB,BA
7,74057,55,ALICE PORTUGAL,PCdoB,BA
7,74057,53,ALICE PORTUGAL,PCdoB,BA
7,74057,56,ALICE PORTUGAL,PCdoB,BA
7,178927,55,ALIEL MACHADO,PSB,PR
7,178927,56,ALIEL MACHADO,PSB,PR
7,141375,54,ALINE CORRÊA,PP**,SP
7,141375,53,ALINE CORRÊA,PP**,SP
7,204353,56,ALINE GURGEL,PRB,AP
7,204400,56,ALINE SLEUTJES,PSL,PR
7,130897,42,ALIOMAR BALEEIRO,UDN,GB
7,130897,39,ALIOMAR BALEEIRO,UDN,BA
7,130897,41,ALIOMAR BALEEIRO,UDN,BA
7,130897,38,ALIOMAR BALEEIRO,UDN,BA
7,130897,40,ALIOMAR BALEEIRO,UDN,BA
7,131641,43,ALIPIO CARVALHO,ARENA,PR
7,131641,44,ALÍPIO CARVALHO,ARENA,PR
7,130264,36,ALIPIO COSTALLAT,NA,RJ
7,130264,37,ALÍPIO COSTALLAT,NA,RJ
7,131641,46,ALÍPIO DE CARVALHO,ARENA,PR
7,131641,45,ALÍPIO DE CARVALHO,ARENA,PR
7,131482,43,ALMEIDA BARBOSA,ARENA,SP
7,4597,36,ALMEIDA CAMARGO,NA,SP
7,4262,32,ALMEIDA CASTRO,NA,RN
7,74451,52,ALMEIDA DE JESUS,PR,CE
7,74451,51,ALMEIDA DE JESUS,PL*,CE
7,4143,30,ALMEIDA FAGUNDES,NA,RJ
7,1845,24,ALMEIDA GOMES,NA,MG
7,160626,54,ALMEIDA LIMA,PMDB,SE
7,131037,42,ALMEIDA PRADO,UDN,SP
7,74675,52,ALMERINDA DE CARVALHO,PMDB,RJ
7,74675,51,ALMERINDA DE CARVALHO,PSB,RJ
7,73429,41,ALMINO AFFONSO,PTB,AM
7,73429,50,ALMINO AFFONSO,PSB,SP
7,73429,42,ALMINO AFFONSO,PTB,AM
7,74167,52,ALMIR MOURA,S.PART.,RJ
7,74341,52,ALMIR SÁ,PR,RR
7,74341,51,ALMIR SÁ,PPB,RR
7,131160,43,ALMIR TURISCO,MDB*,GO
8,130396,39,ALÔ GUIMARÃES,PSD,PR
8,2842,37,ALOÍSIO DE ARAÚJO,NA,AM
8,133988,49,ALOÍSIO VASCONCELOS,PMDB,MG
8,133988,48,ALOÍSIO VASCONCELOS,PMDB,MG
8,74697,49,ALOIZIO MERCADANTE,PT,SP
8,74697,51,ALOIZIO MERCADANTE,PT,SP
8,73581,51,ALOÍZIO SANTOS,PSDB,ES
8,73581,49,ALOÍZIO SANTOS,PDT,ES
8,73581,45,ALOÍZIO SANTOS,MDB,ES
8,139136,48,ALOYSIO CHAVES,PFL,PA
8,130898,41,ALOYSIO DE CASTRO,PSD,BA
8,130898,39,ALOYSIO DE CASTRO,PSD,BA
8,130898,42,ALOYSIO DE CASTRO,PSD,BA
8,130898,40,ALOYSIO DE CASTRO,PSD,BA
8,130898,38,ALOYSIO DE CASTRO,PSD,BA
8,2693,36,ALOYSIO FILHO,NA,BA
8,131162,43,ALOYSIO NONÔ,ARENA,AL
8,131162,41,ALOYSIO NONÔ,PTB,AL
8,131162,42,ALOYSIO NONÔ,MDB,AL
8,73430,51,ALOYSIO NUNES FERREIRA,PSDB,SP
8,73430,52,ALOYSIO NUNES FERREIRA,PSDB,SP
8,73430,50,ALOYSIO NUNES FERREIRA,PSDB,SP
8,130899,42,ALOYSIO SHORT,UDN,BA
8,139137,48,ALOYSIO TEIXEIRA,PMDB,RJ
8,139137,47,ALOYSIO TEIXEIRA,PMDB,RJ
8,131839,44,ALTAIR CHAGAS,ARENA,MG
8,131839,47,ALTAIR CHAGAS,ARENA,MG
8,131839,46,ALTAIR CHAGAS,ARENA,MG
8,131839,45,ALTAIR CHAGAS,ARENA,MG
8,131163,43,ALTAIR LIMA,MDB*,RJ
8,130515,37,ALTAMIRANDO REQUIÃO,PST,BA
8,130515,39,ALTAMIRANDO REQUIÃO,PST,BA
8,130515,38,ALTAMIRANDO REQUIÃO,PST,BA
8,130515,40,ALTAMIRANDO REQUIÃO,PTB,BA
8,130298,38,ALTAMIRO GUIMARÃES,PSD,SC
8,178937,55,ALTINEU CÔRTES,PR,RJ
8,178937,56,ALTINEU CÔRTES,PL,RJ
8,4857,33,ALTINO ARANTES,NA,SP
8,4857,31,ALTINO ARANTES,NA,SP
8,4857,38,ALTINO ARANTES,PR,SP
8,4857,35,ALTINO ARANTES,NA,SP
8,4857,28,ALTINO ARANTES,NA,SP
8,4857,27,ALTINO ARANTES,NA,SP
8,4857,34,ALTINO ARANTES,PR,SP
8,4857,32,ALTINO ARANTES,NA,SP
8,131012,42,ALTINO MACHADO,PTB,AC
8,131161,42,ALUISIO BEZERRA,ARENA,RN
8,131161,43,ALUISIO BEZERRA,ARENA,RN
8,130708,39,ALUÍSIO FERREIRA,PTB,RO
8,130708,41,ALUÍSIO FERREIRA,PTB,RO
8,130708,38,ALUÍSIO FERREIRA,PTB,RO
8,178881,55,ALUISIO MENDES,PODE,MA
8,178881,56,ALUISIO MENDES,PODE,MA
8,133958,49,ALUIZIO ALVES,PMDB,RN
8,133958,38,ALUIZIO ALVES,NA,RN
8,133958,40,ALUIZIO ALVES,NA,RN
8,133958,39,ALUIZIO ALVES,NA,RN
8,133958,43,ALUIZIO ALVES,ARENA,RN
8,133958,41,ALUIZIO ALVES,NA,RN
8,131838,46,ALUÍZIO BEZERRA,PNI,AC
8,131838,47,ALUÍZIO BEZERRA,PMDB,AC
8,139138,47,ALUÍZIO CAMPOS,PMDB,PB
8,139138,48,ALUÍZIO CAMPOS,PMDB,PB
8,131822,46,ALUIZIO PARAGUASSU,MDB*,RS
8,131822,45,ALUIZIO PARAGUASSU,MDB*,RS
8,2168,26,ÁLVARES DE AZEVEDO,NA,RJ
8,2012,24,ÁLVARES RUBIÃO,NA,SP
8,2437,31,ÁLVARO  BATISTA,NA,RS
8,139139,48,ALVARO ANTONIO,PMDB,MG
8,2437,34,ÁLVARO BATISTA,NA,RS
8,2437,32,ÁLVARO BATISTA,NA,RS
8,2437,30,ÁLVARO BATISTA,NA,RS
8,4107,30,ÁLVARO BOTELHO,NA,MG
8,4107,28,ÁLVARO BOTELHO,NA,MG
8,4107,29,ÁLVARO BOTELHO,NA,MG
8,4107,24,ÁLVARO BOTELHO,NA,MG
8,2250,28,ÁLVARO CARVALHO,NA,SP
8,2250,30,ÁLVARO CARVALHO,NA,SP
8,2250,35,ÁLVARO CARVALHO,NA,SP
8,2250,26,ÁLVARO CARVALHO,NA,SP
8,2250,31,ÁLVARO CARVALHO,NA,SP
8,2250,33,ÁLVARO CARVALHO,NA,SP
8,2250,29,ÁLVARO CARVALHO,NA,SP
8,130709,41,ÁLVARO CASTELO,PSD,ES
8,130709,39,ÁLVARO CASTELO,PSD,ES
8,130709,38,ÁLVARO CASTELO,PSD,ES
8,130900,42,ÁLVARO CATÃO,ARENA,SC
8,2506,32,ÁLVARO COVA,NA,BA
8,2506,33,ÁLVARO COVA,NA,BA
8,2250,27,ÁLVARO DE CARVALHO,NA,SP
8,2583,34,ÁLVARO DE VASCONCELOS,NA,CE
8,131642,46,ALVARO DIAS,PMDB,PR
8,131642,45,ALVARO DIAS,MDB*,PR
8,74036,52,ÁLVARO DIAS,PDT,RN
8,2398,35,ÁLVARO FERNANDES,NA,CE
8,2398,30,ÁLVARO FERNANDES,NA,CE
8,131840,44,ÁLVARO GAUDÊNCIO,ARENA,PB
8,131840,47,ÁLVARO GAUDÊNCIO,PFL,PB
8,131840,45,ÁLVARO GAUDÊNCIO,ARENA,PB
8,131840,46,ÁLVARO GAUDÊNCIO,PDS,PB
9,74404,51,ALVARO GAUDENCIO NETO,PFL,PB
9,74404,50,ÁLVARO GAUDÊNCIO NETO,PFL,PB
9,131392,43,ÁLVARO LINS,MDB*,CE
9,131392,44,ÁLVARO LINS,MDB*,CE
9,131392,42,ÁLVARO LINS,MDB*,CE
9,131392,41,ÁLVARO LINS,PSP,CE
9,131392,40,ÁLVARO LINS CAVALCANTE,PSP,CE
9,130300,36,ÁLVARO MAIA,NA,AM
9,131164,43,ALVARO MOTA,ARENA,RN
9,131164,44,ALVARO MOTA,ARENA,RN
9,2576,34,ÁLVARO PAES,NA,AL
9,73950,49,ÁLVARO PEREIRA,PSDB,MG
9,74247,49,ÁLVARO RIBEIRO,PSB,PE
9,74247,50,ÁLVARO RIBEIRO,PSB,PE
9,2565,34,ÁLVARO ROCHA,NA,RJ
9,2565,33,ÁLVARO ROCHA,NA,RJ
9,74831,50,ÁLVARO VALLE,PL*,RJ
9,74831,48,ÁLVARO VALLE,PL*,RJ
9,74831,46,ÁLVARO VALLE,PDS,RJ
9,74831,49,ÁLVARO VALLE,PL*,RJ
9,74831,47,ÁLVARO VALLE,PL*,RJ
9,74831,45,ÁLVARO VALLE,ARENA,RJ
9,2583,35,ÁLVARO VASCONCELOS,NA,CE
9,2025,25,ALVES BARBOSA,NA,BA
9,2025,26,ALVES BARBOSA,NA,BA
9,3830,24,ALVES BRITO,NA,RJ
9,2378,29,ALVES COSTA,NA,RJ
9,3830,25,ALVES DE BRITO,NA,RJ
9,4332,33,ALVES DE CASTRO,NA,GO
9,4332,24,ALVES DE CASTRO,NA,GO
9,4455,34,ALVES DE SOUSA,NA,PA
9,4455,35,ALVES DE SOUSA,NA,PA
9,130353,38,ALVES LINHARES,PSP,CE
9,130995,41,ALVES MACÊDO,UDN,BA
9,130995,43,ALVES MACÊDO,ARENA,BA
9,130995,42,ALVES MACÊDO,ARENA,BA
9,130354,38,ALVES PALMA,PSD,SP
9,130354,37,ALVES PALMA,PSD,SP
9,139140,48,ALYSSON PAULINELLI,PFL,MG
9,74088,50,ALZIRA EWERTON,PSDB,AM
9,1519,48,ALZIRO GOMES,PFL,TO
9,131841,46,AMADEU GEARA,PPS,PR
9,131841,47,AMADEU GEARA,PPS,PR
9,129617,52,AMADOR TUT,PR,MT
9,131819,46,AMANCIO AZEVEDO,MDB*,RJ
9,130397,38,AMANDO FONTES,PR,SE
9,130397,39,AMANDO FONTES,PR,SE
9,130397,37,AMANDO FONTES,PNI,SE
9,2537,32,AMARAL CARVALHO,NA,SP
9,2178,26,AMARAL CÉSAR,NA,SP
9,2178,27,AMARAL CÉSAR,NA,SP
9,131437,43,AMARAL DE SOUZA,ARENA,RS
9,131437,44,AMARAL DE SOUZA,ARENA,RS
9,131512,45,AMARAL FURLAN,ARENA,SP
9,131512,42,AMARAL FURLAN,MDB*,SP
9,131512,44,AMARAL FURLAN,ARENA,SP
9,131512,43,AMARAL FURLAN,ARENA,SP
9,131512,41,AMARAL FURLAN,PSD,SP
9,74832,50,AMARAL NETTO,PPB,RJ
9,74832,44,AMARAL NETTO,ARENA,GB
9,74832,48,AMARAL NETTO,PDS,RJ
9,74832,42,AMARAL NETTO,MDB*,GB
9,74832,43,AMARAL NETTO,ARENA,GB
9,74832,45,AMARAL NETTO,ARENA,RJ
9,74832,47,AMARAL NETTO,PDS,RJ
9,74832,49,AMARAL NETTO,PPR,RJ
9,131223,43,AMARAL PEIXOTO,MDB*,RJ
9,130413,37,AMARAL PEIXOTO,NA,GB
9,131223,38,AMARAL PEIXOTO,PSD,RJ
9,131223,42,AMARAL PEIXOTO,MDB*,RJ
9,130413,36,AMARAL PEIXOTO,NA,GB
9,130114,24,AMARO CAVALCANTI,PNI,RN
9,204356,56,AMARO NETO,PRB,ES
9,74260,52,AMAURI GASQUES,PR,SP
9,73968,49,AMAURI MENEGUETTI,PTB,PR
9,160603,54,AMAURI TEIXEIRA,PT,BA
9,2613,34,AMAURY DE MEDEIROS,NA,PE
9,3144,43,AMAURY KRUEL,MDB*,GB
9,133852,48,AMAURY MULLER,PDT,RS
9,133852,45,AMAURY MULLER,MDB*,RS
9,133852,44,AMAURY MULLER,MDB*,RS
9,133852,49,AMAURY MULLER,PDT,RS
9,133852,47,AMAURY MULLER,PDT,RS
9,130518,41,AMAURY PEDROSA,NA,PE
9,130518,40,AMAURY PEDROSA,PSD,PE
9,2578,34,AMÉRCIO BARRETO,NA,BA
9,4238,32,AMERICANO DO BRASIL,NA,GO
9,2578,35,AMÉRICO BARRETO,NA,BA
9,131393,44,AMÉRICO BRASIL,ARENA,PA
9,2121,26,AMÉRICO DE ALBUQUERQUE,NA,DF
9,131429,42,AMÉRICO DE SOUZA,ARENA,RN
9,131429,43,AMÉRICO DE SOUZA,ARENA,MA
9,131429,44,AMÉRICO DE SOUZA,ARENA,MA
9,2467,31,AMÉRICO LOPES,NA,MG
9,130173,34,AMÉRICO PEIXOTO,NA,RJ
9,130173,33,AMÉRICO PEIXOTO,NA,RJ
9,130173,35,AMÉRICO PEIXOTO,NA,RJ
9,130901,42,AMÉRICO SILVA,PTB,PA
9,2242,27,AMÉRICO WERNECK,NA,RJ
9,139141,48,AMÍLCAR DE QUEIROZ,PDS,AC
10,139141,48,AMÍLCAR DE QUEIROZ,PDS,AC
10,139141,46,AMÍLCAR DE QUEIROZ,PDS,AC
10,139142,48,AMILCAR MOREIRA,PMDB,PA
10,130710,41,AMILCAR PEREIRA,PSD,AP
10,130710,40,AMILCAR PEREIRA,PSD,AP
10,130903,42,AMINTAS DE BARROS,ARENA,MG
10,174861,54,AMIR LANDO,PMDB,RO
10,1943,24,AMORIM FIGUEIRA,NA,AM
10,1947,24,AMPHILOPHIO,NA,BA
10,133440,52,ANA ALENCAR,PSDB,TO
10,141377,53,ANA ARRAES,PSB,PE
10,141377,54,ANA ARRAES,PSB,PE
10,74248,51,ANA CATARINA,PMDB,RN
10,74248,50,ANA CATARINA,PMDB,RN
10,73686,51,ANA CORSO,PT,RS
10,134115,52,ANA GUERRA,PT,MG
10,74071,50,ANA JÚLIA,PT,PA
10,178973,55,ANA PERUGINI,PT,SP
10,131165,43,ANACLETO CAMPANELLA,MDB*,SP
10,131394,44,ANAPOLINO DE FARIA,MDB*,GO
10,131394,43,ANAPOLINO DE FARIA,MDB*,GO
10,74146,52,ANDERSON ADAUTO,PL*,MG
10,160551,55,ANDERSON FERREIRA,PR,PE
10,160551,54,ANDERSON FERREIRA,PR,PE
10,2487,31,ANDRADE BEZERRA,NA,PE
10,2487,32,ANDRADE BEZERRA,NA,PE
10,131169,43,ANDRADE LIMA FILHO,MDB*,PE
10,131169,41,ANDRADE LIMA FILHO,PSP,PE
10,131169,42,ANDRADE LIMA FILHO,MDB*,PE
10,178831,55,ANDRÉ ABDON,PP,AP
10,178831,56,ANDRÉ ABDON,PP,AP
10,195143,55,ANDRÉ AMARAL,PROS,PB
10,130399,39,ANDRÉ ARAÚJO,PDC,AM
10,74698,51,ANDRÉ BENASSI,PSDB,SP
10,74698,49,ANDRÉ BENASSI,PSDB,SP
10,133377,52,ANDRÉ COSTA,PDT,RJ
10,74471,52,ANDRÉ DE PAULA,PFL,PE
10,74471,55,ANDRÉ DE PAULA,PSD,PE
10,74471,53,ANDRÉ DE PAULA,DEM,PE
10,74471,51,ANDRÉ DE PAULA,PFL,PE
10,74471,56,ANDRÉ DE PAULA,PSD,PE
10,74471,54,ANDRÉ DE PAULA,PSD,PE
10,161905,54,ANDRÉ DIAS,PSDB,PA
10,130398,39,ANDRÉ FERNANDES,UDN,RN
10,204423,56,ANDRÉ FERREIRA,PSC,PE
10,133439,56,ANDRÉ FIGUEIREDO,PDT,CE
10,133439,54,ANDRÉ FIGUEIREDO,PDT,CE
10,133439,52,ANDRÉ FIGUEIREDO,PDT,CE
10,133439,55,ANDRÉ FIGUEIREDO,PDT,CE
10,178882,55,ANDRÉ FUFUCA,PP,MA
10,178882,56,ANDRÉ FUFUCA,PP,MA
10,204515,56,ANDRÉ JANONES,AVANTE,MG
10,74168,52,ANDRÉ LUIZ,S.PART.,RJ
10,159261,53,ANDRE MONTORO,PSDB,SP
10,160543,54,ANDRE MOURA,PSC,SE
10,160543,55,ANDRE MOURA,PSC,SE
10,73679,50,ANDRÉ PUCCINELLI,PMDB,MS
10,141378,54,ANDRE VARGAS,S.PART.,PR
10,141378,53,ANDRE VARGAS,PT,PR
10,74377,53,ANDRE ZACHAROW,PMDB,PR
10,74377,54,ANDRÉ ZACHAROW,PMDB,PR
10,74377,52,ANDRÉ ZACHAROW,PMDB,PR
10,141379,54,ANDREIA ZITO,PSDB,RJ
10,141379,55,ANDREIA ZITO,PSDB,RJ
10,141379,53,ANDREIA ZITO,PSDB,RJ
10,178974,55,ANDRES SANCHEZ,PT,SP
10,192120,55,ANGELA ALBINO,PCdoB,SC
10,73696,56,ANGELA AMIN,PP,SC
10,73696,53,ANGELA AMIN,PP**,SC
10,73696,49,ÂNGELA AMIN,PDS,SC
10,74699,51,ANGELA GUADAGNIN,PT,SP
10,74699,52,ANGELA GUADAGNIN,PT,SP
10,141380,53,ANGELA PORTELA,PT,RR
10,178837,55,ANGELIM,PT,AC
10,131643,45,ANGELINO ROSA,ARENA,SC
10,131643,46,ANGELINO ROSA,PDS,SC
10,160638,54,ÂNGELO AGNOLIN,PDT,TO
10,133978,49,ÂNGELO MAGALHÃES,PFL,BA
10,133978,47,ÂNGELO MAGALHÃES,PDS,BA
10,133978,48,ÂNGELO MAGALHÃES,PFL,BA
10,133978,46,ÂNGELO MAGALHÃES,PDS,BA
10,3652,24,ANGELO NETO,NA,AL
10,3652,26,ÂNGELO NETO,NA,AL
10,3652,25,ÂNGELO NETO,NA,AL
10,3652,27,ÂNGELO NETO,NA,AL
10,1783,28,ÂNGELO PINHEIRO,NA,RS
10,1783,25,ÂNGELO PINHEIRO,NA,RS
10,1783,26,ÂNGELO PINHEIRO,NA,RS
10,141381,53,ANGELO VANHONI,PT,PR
10,141381,54,ANGELO VANHONI,PT,PR
10,2303,28,ANÍBAL DE CARVALHO,NA,RJ
10,130153,34,ANÍBAL DE TOLEDO,NA,MT
10,130174,28,ANÍBAL FREIRE,NA,PE
10,130174,33,ANÍBAL FREIRE,NA,PE
10,130174,34,ANÍBAL FREIRE,NA,PE
10,130174,35,ANÍBAL FREIRE,NA,PE
10,74212,54,ANÍBAL GOMES,PMDB,CE
10,74212,52,ANÍBAL GOMES,PMDB,CE
10,74212,53,ANÍBAL GOMES,PMDB,CE
10,74212,51,ANÍBAL GOMES,PMDB,CE
11,74212,56,ANÍBAL GOMES,DEM,CE
11,74212,55,ANÍBAL GOMES,DEM,CE
11,74212,50,ANÍBAL GOMES,PSDB,CE
11,133894,49,ANÍBAL TEIXEIRA,PP**,MG
11,133894,47,ANÍBAL TEIXEIRA,PMDB,MG
11,130153,32,ANIBAL TOLEDO,NA,MT
11,130153,31,ANIBAL TOLEDO,NA,MT
11,130153,30,ANÍBAL TOLEDO,NA,MT
11,130153,29,ANÍBAL TOLEDO,NA,MT
11,130153,33,ANÍBAL TOLEDO,NA,MT
11,1887,24,ANISIO DE ABREU,NA,PI
11,1887,26,ANÍSIO DE ABREU,NA,PI
11,1887,25,ANÍSIO DE ABREU,NA,PI
11,131644,46,ANISIO DE SOUZA,PDS,GO
11,130400,39,ANÍSIO MOREIRA,PSD,SP
11,130904,40,ANÍSIO ROCHA,PSD,GO
11,130904,41,ANÍSIO ROCHA,PSD,GO
11,130904,42,ANÍSIO ROCHA,MDB*,GO
11,74072,51,ANIVALDO VALE,PSDB,PA
11,74072,52,ANIVALDO VALE,PSDB,PA
11,74072,50,ANIVALDO VALE,PSDB,PA
11,131168,42,ANIZ BADRA,ARENA,SP
11,131168,43,ANIZ BADRA,ARENA,SP
11,131168,41,ANIZ BADRA,PDC,SP
11,131168,37,ANIZ BADRA,NA,SP
11,73928,52,ANN PONTES,PMDB,PA
11,73928,53,ANN PONTES,PMDB,PA
11,139143,48,ANNA MARIA RATTES,PSDB,RJ
11,4744,36,ANNES DIAS,NA,RS
11,4744,37,ANNES DIAS,NA,RS
11,139144,48,ANNIBAL BARCELLOS,PFL,AP
11,73937,52,ANSELMO,PT,RO
11,73937,54,ANSELMO DE JESUS,PT,RO
11,73937,53,ANSELMO DE JESUS,PT,RO
11,131842,47,ANSELMO PERARO,PMDB,PR
11,139145,48,ANTAR ALBUQUERQUE,PMDB,AM
11,130401,38,ANTENOR BOGÉA,PST,MA
11,130401,39,ANTENOR BOGÉA,UDN,MA
11,73970,49,ANTENOR FERRARI,PMDB,RS
11,133371,52,ANTENOR NASPOLINI,PSDB,CE
11,1971,32,ANTERO BOTELHO,NA,MG
